MOF,molecule,PLD,LCD,VF,Tc,Pc,w,logK,Label,No Adsorption,CatPredicted
UVASAM,"C6H14_2,3-dimethylbutane",3.15385,4.75617,0.27036,503.0672531,31.56375605,0.24224795,-3.766430289,Reasonable,1,1
UVASAM,C6H14_3-methylpentane,3.15385,4.75617,0.27036,504.839777,31.13915414,0.283296142,-2.934651871,Reasonable,1,1
UVASAM,C6H10O_4-hexen-2-one,3.15385,4.75617,0.27036,559.6621075,36.9790055,0.446231587,-0.973127767,Reasonable,1,1
UVASAM,C7H14_4-methyl-1-hexene,3.15385,4.75617,0.27036,528.1554514,29.38650495,0.298584169,-3.604079807,Reasonable,1,1
UVASAM,C6H10O_4-methyl-4-penten-2-one,3.15385,4.75617,0.27036,583.9572407,32.17602658,0.427070778,-1.840408747,Reasonable,1,1
UVASAM,C2H4O_acetaldehyde,3.15385,4.75617,0.27036,470.1338418,53.98284491,0.288582571,-1.379961855,Reasonable,1,1
UVASAM,C3H6O_acetone,3.15385,4.75617,0.27036,504.9011578,46.13534273,0.299578863,0.305736044,Reasonable,1,1
UVASAM,C2H3N_acetonitrile,3.15385,4.75617,0.27036,537.4197556,47.22182044,0.356500544,-1.494645137,Reasonable,1,1
UVASAM,C2H6O_dimethylether,3.15385,4.75617,0.27036,410.1055119,48.43551489,0.231685091,-1.849160699,Reasonable,1,1
UVASAM,C2H7N_dimethylamine,3.15385,4.75617,0.27036,449.2982222,53.95656635,0.291520542,-1.276659279,Reasonable,1,1
UVASAM,C2H6_ethane,3.15385,4.75617,0.27036,381.7893216,50.31694546,0.216958597,-2.805197149,Reasonable,1,1
UVASAM,C2H4_ethene,3.15385,4.75617,0.27036,298.4582448,49.65797888,0.123012676,-3.206841268,Reasonable,1,1
UVASAM,CHN_hydrogen-cyanide,3.15385,4.75617,0.27036,447.2483409,53.04824853,0.333232947,-3.045606961,Reasonable,1,1
UVASAM,C4H10_isobutane,3.15385,4.75617,0.27036,443.0106967,38.8550635,0.197655762,-2.113662151,Reasonable,1,1
UVASAM,C5H12_isopentane,3.15385,4.75617,0.27036,474.7591203,34.73587842,0.239525866,-1.986396058,Reasonable,1,1
UVASAM,C3H8O_isopropylalcohol,3.15385,4.75617,0.27036,515.5796221,48.73405441,0.575735407,-1.277959525,Reasonable,1,1
UVASAM,CH4_methane,3.15385,4.75617,0.27036,190.564,45.992,0.01142,-4.474955193,Reasonable,1,1
UVASAM,C4H10O_methyl-propyl-ether,3.15385,4.75617,0.27036,478.8689486,38.38025026,0.286150366,-1.03381883,Reasonable,1,1
UVASAM,C5H10O_methylpropylketone,3.15385,4.75617,0.27036,564.4660951,36.92885972,0.349050379,-1.937237567,Reasonable,1,1
UVASAM,C5H12O_methyl-tert-butyl-ether,3.15385,4.75617,0.27036,512.6934939,34.04608196,0.266677162,-4.262807357,Reasonable,1,1
UVASAM,C5H12_neopentane,3.15385,4.75617,0.27036,470.5354152,35.44700615,0.199261323,-4.289036881,Reasonable,1,1
UVASAM,C3H8_propane,3.15385,4.75617,0.27036,416.4755833,44.59741845,0.238916692,-1.862405384,Reasonable,1,1
UVASAM,C3H6_propene,3.15385,4.75617,0.27036,392.9986188,45.72816938,0.16410577,-2.005439587,Reasonable,1,1
UVASAM,C3H5N_propionitrile,3.15385,4.75617,0.27036,558.8569328,42.24565215,0.360862674,-0.830119927,Reasonable,1,1
UVASAM,C3H8O_propylalcohol,3.15385,4.75617,0.27036,548.7260568,52.15051916,0.532729638,-1.321935272,Reasonable,1,1
UVASAM,C5H10_2-pentene,3.15385,4.75617,0.27036,484.9996656,36.49974003,0.250317972,-1.316629614,Reasonable,1,1
UVASAM,C2H7N_ethylamine,3.15385,4.75617,0.27036,456.1413162,52.30001913,0.278284374,-1.10827359,Reasonable,1,1
UVASAM,C4H10O_methyl-isopropyl-ether,3.15385,4.75617,0.27036,464.9608227,38.53548392,0.251447588,-1.73490611,Reasonable,1,1
UVUPOR,"C7H12_1,5-heptadiene",4.98201,6.87637,0.562127,536.7652346,30.48214368,0.295571623,1.386418698,Reasonable,1,1
UVUPOR,"C6H14_2,3-dimethylbutane",4.98201,6.87637,0.562127,503.0672531,31.56375605,0.24224795,0.775588605,Reasonable,1,1
UVUPOR,C6H14_3-methylpentane,4.98201,6.87637,0.562127,504.839777,31.13915414,0.283296142,0.826786592,Reasonable,1,1
UVUPOR,C6H10O_4-hexen-2-one,4.98201,6.87637,0.562127,559.6621075,36.9790055,0.446231587,1.533547102,Reasonable,1,1
UVUPOR,C7H14_4-methyl-1-hexene,4.98201,6.87637,0.562127,528.1554514,29.38650495,0.298584169,1.665961653,Reasonable,1,1
UVUPOR,C6H10O_4-methyl-4-penten-2-one,4.98201,6.87637,0.562127,583.9572407,32.17602658,0.427070778,1.510787558,Reasonable,1,1
UVUPOR,"C7H14_4,4-dimethyl-1-pentene",4.98201,6.87637,0.562127,524.3589038,29.54818473,0.250217308,1.415839402,Reasonable,1,1
UVUPOR,C2H4O_acetaldehyde,4.98201,6.87637,0.562127,470.1338418,53.98284491,0.288582571,-2.461854992,Reasonable,1,1
UVUPOR,C3H6O_acetone,4.98201,6.87637,0.562127,504.9011578,46.13534273,0.299578863,-1.178349589,Reasonable,1,1
UVUPOR,C2H3N_acetonitrile,4.98201,6.87637,0.562127,537.4197556,47.22182044,0.356500544,-2.358208713,Reasonable,1,1
UVUPOR,C2H6O_dimethylether,4.98201,6.87637,0.562127,410.1055119,48.43551489,0.231685091,-2.630856531,Reasonable,1,1
UVUPOR,C2H7N_dimethylamine,4.98201,6.87637,0.562127,449.2982222,53.95656635,0.291520542,-2.202830827,Reasonable,1,1
UVUPOR,C2H6_ethane,4.98201,6.87637,0.562127,381.7893216,50.31694546,0.216958597,-3.588759204,Reasonable,1,1
UVUPOR,C2H4_ethene,4.98201,6.87637,0.562127,298.4582448,49.65797888,0.123012676,-3.887804018,Reasonable,1,1
UVUPOR,CHN_hydrogen-cyanide,4.98201,6.87637,0.562127,447.2483409,53.04824853,0.333232947,-3.472746565,Reasonable,1,1
UVUPOR,C4H10_isobutane,4.98201,6.87637,0.562127,443.0106967,38.8550635,0.197655762,-1.464436271,Reasonable,1,1
UVUPOR,C5H12_isopentane,4.98201,6.87637,0.562127,474.7591203,34.73587842,0.239525866,-0.328467092,Reasonable,1,1
UVUPOR,C3H8O_isopropylalcohol,4.98201,6.87637,0.562127,515.5796221,48.73405441,0.575735407,-2.144044952,Reasonable,1,1
UVUPOR,CH4_methane,4.98201,6.87637,0.562127,190.564,45.992,0.01142,-4.790484985,Reasonable,1,1
UVUPOR,C4H10O_methyl-propyl-ether,4.98201,6.87637,0.562127,478.8689486,38.38025026,0.286150366,-0.858308845,Reasonable,1,1
UVUPOR,C5H10O_methylpropylketone,4.98201,6.87637,0.562127,564.4660951,36.92885972,0.349050379,-0.841752129,Reasonable,1,1
UVUPOR,C5H12O_methyl-tert-butyl-ether,4.98201,6.87637,0.562127,512.6934939,34.04608196,0.266677162,0.315632429,Reasonable,1,1
UVUPOR,C5H12_neopentane,4.98201,6.87637,0.562127,470.5354152,35.44700615,0.199261323,-0.6313989,Reasonable,1,1
UVUPOR,C3H8_propane,4.98201,6.87637,0.562127,416.4755833,44.59741845,0.238916692,-2.52396439,Reasonable,1,1
UVUPOR,C3H6_propene,4.98201,6.87637,0.562127,392.9986188,45.72816938,0.16410577,-2.780546463,Reasonable,1,1
UVUPOR,C3H5N_propionitrile,4.98201,6.87637,0.562127,558.8569328,42.24565215,0.360862674,-1.666248524,Reasonable,1,1
UVUPOR,C3H8O_propylalcohol,4.98201,6.87637,0.562127,548.7260568,52.15051916,0.532729638,-2.476191124,Reasonable,1,1
UVUPOR,C5H10_2-pentene,4.98201,6.87637,0.562127,484.9996656,36.49974003,0.250317972,-0.536937591,Reasonable,1,1
UVUPOR,C2H7N_ethylamine,4.98201,6.87637,0.562127,456.1413162,52.30001913,0.278284374,-2.229892079,Reasonable,1,1
UVUPOR,C4H10O_methyl-isopropyl-ether,4.98201,6.87637,0.562127,464.9608227,38.53548392,0.251447588,-0.525661335,Reasonable,1,1
UXEQOE,"C7H12_1,5-heptadiene",3.38382,4.72647,0.370013,536.7652346,30.48214368,0.295571623,2.154789029,Reasonable,1,1
UXEQOE,C6H14_3-methylpentane,3.38382,4.72647,0.370013,504.839777,31.13915414,0.283296142,-1.489656099,Reasonable,1,1
UXEQOE,C6H10O_4-hexen-2-one,3.38382,4.72647,0.370013,559.6621075,36.9790055,0.446231587,5.724310284,Reasonable,1,1
UXEQOE,C7H14_4-methyl-1-hexene,3.38382,4.72647,0.370013,528.1554514,29.38650495,0.298584169,-1.170519328,Reasonable,1,1
UXEQOE,C6H10O_4-methyl-4-penten-2-one,3.38382,4.72647,0.370013,583.9572407,32.17602658,0.427070778,4.31332929,Reasonable,1,1
UXEQOE,"C7H14_4,4-dimethyl-1-pentene",3.38382,4.72647,0.370013,524.3589038,29.54818473,0.250217308,-3.169734767,Reasonable,1,1
UXEQOE,C2H4O_acetaldehyde,3.38382,4.72647,0.370013,470.1338418,53.98284491,0.288582571,1.962955734,Reasonable,1,1
UXEQOE,C3H6O_acetone,3.38382,4.72647,0.370013,504.9011578,46.13534273,0.299578863,2.541619177,Reasonable,1,1
UXEQOE,C2H3N_acetonitrile,3.38382,4.72647,0.370013,537.4197556,47.22182044,0.356500544,2.650632879,Reasonable,1,1
UXEQOE,C2H6O_dimethylether,3.38382,4.72647,0.370013,410.1055119,48.43551489,0.231685091,1.016544483,Reasonable,1,1
UXEQOE,C2H7N_dimethylamine,3.38382,4.72647,0.370013,449.2982222,53.95656635,0.291520542,0.785025722,Reasonable,1,1
UXEQOE,C2H6_ethane,3.38382,4.72647,0.370013,381.7893216,50.31694546,0.216958597,-2.537895625,Reasonable,1,1
UXEQOE,C2H4_ethene,3.38382,4.72647,0.370013,298.4582448,49.65797888,0.123012676,-2.972422091,Reasonable,1,1
UXEQOE,CHN_hydrogen-cyanide,3.38382,4.72647,0.370013,447.2483409,53.04824853,0.333232947,-0.575943653,Reasonable,1,1
UXEQOE,C4H10_isobutane,3.38382,4.72647,0.370013,443.0106967,38.8550635,0.197655762,-2.357489975,Reasonable,1,1
UXEQOE,C5H12_isopentane,3.38382,4.72647,0.370013,474.7591203,34.73587842,0.239525866,-1.730701921,Reasonable,1,1
UXEQOE,C3H8O_isopropylalcohol,3.38382,4.72647,0.370013,515.5796221,48.73405441,0.575735407,3.022428371,Reasonable,1,1
UXEQOE,CH4_methane,3.38382,4.72647,0.370013,190.564,45.992,0.01142,-4.299296283,Reasonable,1,1
UXEQOE,C4H10O_methyl-propyl-ether,3.38382,4.72647,0.370013,478.8689486,38.38025026,0.286150366,0.487183642,Reasonable,1,1
UXEQOE,C5H10O_methylpropylketone,3.38382,4.72647,0.370013,564.4660951,36.92885972,0.349050379,2.807729132,Reasonable,1,1
UXEQOE,C5H12O_methyl-tert-butyl-ether,3.38382,4.72647,0.370013,512.6934939,34.04608196,0.266677162,-1.777104127,Reasonable,1,1
UXEQOE,C5H12_neopentane,3.38382,4.72647,0.370013,470.5354152,35.44700615,0.199261323,-4.066006836,Reasonable,1,1
UXEQOE,C3H8_propane,3.38382,4.72647,0.370013,416.4755833,44.59741845,0.238916692,-1.24697798,Reasonable,1,1
UXEQOE,C3H6_propene,3.38382,4.72647,0.370013,392.9986188,45.72816938,0.16410577,-1.448746455,Reasonable,1,1
UXEQOE,C3H5N_propionitrile,3.38382,4.72647,0.370013,558.8569328,42.24565215,0.360862674,3.667383834,Reasonable,1,1
UXEQOE,C3H8O_propylalcohol,3.38382,4.72647,0.370013,548.7260568,52.15051916,0.532729638,2.986499879,Reasonable,1,1
UXEQOE,C5H10_2-pentene,3.38382,4.72647,0.370013,484.9996656,36.49974003,0.250317972,0.509144702,Reasonable,1,1
UXEQOE,C2H7N_ethylamine,3.38382,4.72647,0.370013,456.1413162,52.30001913,0.278284374,1.836929553,Reasonable,1,1
UXEQOE,C4H10O_methyl-isopropyl-ether,3.38382,4.72647,0.370013,464.9608227,38.53548392,0.251447588,0.315989227,Reasonable,1,1
UXUZAP,"C7H12_1,5-heptadiene",3.60752,4.84101,0.411032,536.7652346,30.48214368,0.295571623,-0.202452025,Reasonable,1,1
UXUZAP,"C6H14_2,3-dimethylbutane",3.60752,4.84101,0.411032,503.0672531,31.56375605,0.24224795,-3.805530061,Reasonable,1,1
UXUZAP,C6H14_3-methylpentane,3.60752,4.84101,0.411032,504.839777,31.13915414,0.283296142,-2.823205753,Reasonable,1,1
UXUZAP,C6H10O_4-hexen-2-one,3.60752,4.84101,0.411032,559.6621075,36.9790055,0.446231587,-0.018485823,Reasonable,1,1
UXUZAP,C7H14_4-methyl-1-hexene,3.60752,4.84101,0.411032,528.1554514,29.38650495,0.298584169,-2.527391265,Reasonable,1,1
UXUZAP,C6H10O_4-methyl-4-penten-2-one,3.60752,4.84101,0.411032,583.9572407,32.17602658,0.427070778,-0.734196692,Reasonable,1,1
UXUZAP,C2H4O_acetaldehyde,3.60752,4.84101,0.411032,470.1338418,53.98284491,0.288582571,-1.756121475,Reasonable,1,1
UXUZAP,C3H6O_acetone,3.60752,4.84101,0.411032,504.9011578,46.13534273,0.299578863,-0.169845201,Reasonable,1,1
UXUZAP,C2H3N_acetonitrile,3.60752,4.84101,0.411032,537.4197556,47.22182044,0.356500544,-1.840420777,Reasonable,1,1
UXUZAP,C2H6O_dimethylether,3.60752,4.84101,0.411032,410.1055119,48.43551489,0.231685091,-1.657907113,Reasonable,1,1
UXUZAP,C2H7N_dimethylamine,3.60752,4.84101,0.411032,449.2982222,53.95656635,0.291520542,-1.113403252,Reasonable,1,1
UXUZAP,C2H6_ethane,3.60752,4.84101,0.411032,381.7893216,50.31694546,0.216958597,-2.875613168,Reasonable,1,1
UXUZAP,C2H4_ethene,3.60752,4.84101,0.411032,298.4582448,49.65797888,0.123012676,-3.245158011,Reasonable,1,1
UXUZAP,CHN_hydrogen-cyanide,3.60752,4.84101,0.411032,447.2483409,53.04824853,0.333232947,-3.150916112,Reasonable,1,1
UXUZAP,C4H10_isobutane,3.60752,4.84101,0.411032,443.0106967,38.8550635,0.197655762,-1.972821697,Reasonable,1,1
UXUZAP,C5H12_isopentane,3.60752,4.84101,0.411032,474.7591203,34.73587842,0.239525866,-2.039792828,Reasonable,1,1
UXUZAP,C3H8O_isopropylalcohol,3.60752,4.84101,0.411032,515.5796221,48.73405441,0.575735407,-0.916472298,Reasonable,1,1
UXUZAP,CH4_methane,3.60752,4.84101,0.411032,190.564,45.992,0.01142,-4.428291168,Reasonable,1,1
UXUZAP,C4H10O_methyl-propyl-ether,3.60752,4.84101,0.411032,478.8689486,38.38025026,0.286150366,-1.717169512,Reasonable,1,1
UXUZAP,C5H10O_methylpropylketone,3.60752,4.84101,0.411032,564.4660951,36.92885972,0.349050379,-2.674950489,Reasonable,1,1
UXUZAP,C5H12O_methyl-tert-butyl-ether,3.60752,4.84101,0.411032,512.6934939,34.04608196,0.266677162,-4.229884705,Reasonable,1,1
UXUZAP,C5H12_neopentane,3.60752,4.84101,0.411032,470.5354152,35.44700615,0.199261323,-5.324221658,Reasonable,1,1
UXUZAP,C3H8_propane,3.60752,4.84101,0.411032,416.4755833,44.59741845,0.238916692,-1.785127023,Reasonable,1,1
UXUZAP,C3H6_propene,3.60752,4.84101,0.411032,392.9986188,45.72816938,0.16410577,-1.960657278,Reasonable,1,1
UXUZAP,C3H5N_propionitrile,3.60752,4.84101,0.411032,558.8569328,42.24565215,0.360862674,-1.070016858,Reasonable,1,1
UXUZAP,C3H8O_propylalcohol,3.60752,4.84101,0.411032,548.7260568,52.15051916,0.532729638,-0.28280815,Reasonable,1,1
UXUZAP,C5H10_2-pentene,3.60752,4.84101,0.411032,484.9996656,36.49974003,0.250317972,-1.565884787,Reasonable,1,1
UXUZAP,C2H7N_ethylamine,3.60752,4.84101,0.411032,456.1413162,52.30001913,0.278284374,-0.938389213,Reasonable,1,1
UXUZAP,C4H10O_methyl-isopropyl-ether,3.60752,4.84101,0.411032,464.9608227,38.53548392,0.251447588,-1.476374476,Reasonable,1,1
VACFUB01,"C7H12_1,5-heptadiene",8.34107,8.50715,0.436518,536.7652346,30.48214368,0.295571623,0.639047989,Reasonable,1,1
VACFUB01,"C6H14_2,3-dimethylbutane",8.34107,8.50715,0.436518,503.0672531,31.56375605,0.24224795,0.010829778,Reasonable,1,1
VACFUB01,C6H14_3-methylpentane,8.34107,8.50715,0.436518,504.839777,31.13915414,0.283296142,0.069127667,Reasonable,1,1
VACFUB01,C6H10O_4-hexen-2-one,8.34107,8.50715,0.436518,559.6621075,36.9790055,0.446231587,0.357620441,Reasonable,1,1
VACFUB01,C7H14_4-methyl-1-hexene,8.34107,8.50715,0.436518,528.1554514,29.38650495,0.298584169,0.870705232,Reasonable,1,1
VACFUB01,C6H10O_4-methyl-4-penten-2-one,8.34107,8.50715,0.436518,583.9572407,32.17602658,0.427070778,0.257162394,Reasonable,1,1
VACFUB01,"C7H14_4,4-dimethyl-1-pentene",8.34107,8.50715,0.436518,524.3589038,29.54818473,0.250217308,0.578272368,Reasonable,1,1
VACFUB01,C2H4O_acetaldehyde,8.34107,8.50715,0.436518,470.1338418,53.98284491,0.288582571,-3.548645004,Reasonable,1,1
VACFUB01,C3H6O_acetone,8.34107,8.50715,0.436518,504.9011578,46.13534273,0.299578863,-2.246466731,Reasonable,1,1
VACFUB01,C2H3N_acetonitrile,8.34107,8.50715,0.436518,537.4197556,47.22182044,0.356500544,-3.671394133,Reasonable,1,1
VACFUB01,C2H6O_dimethylether,8.34107,8.50715,0.436518,410.1055119,48.43551489,0.231685091,-3.437982077,Reasonable,1,1
VACFUB01,C2H7N_dimethylamine,8.34107,8.50715,0.436518,449.2982222,53.95656635,0.291520542,-2.794073315,Reasonable,1,1
VACFUB01,C2H6_ethane,8.34107,8.50715,0.436518,381.7893216,50.31694546,0.216958597,-4.066512712,Reasonable,1,1
VACFUB01,C2H4_ethene,8.34107,8.50715,0.436518,298.4582448,49.65797888,0.123012676,-4.373659633,Reasonable,1,1
VACFUB01,CHN_hydrogen-cyanide,8.34107,8.50715,0.436518,447.2483409,53.04824853,0.333232947,-4.581698709,Reasonable,1,1
VACFUB01,C4H10_isobutane,8.34107,8.50715,0.436518,443.0106967,38.8550635,0.197655762,-2.089647781,Reasonable,1,1
VACFUB01,C5H12_isopentane,8.34107,8.50715,0.436518,474.7591203,34.73587842,0.239525866,-1.012861733,Reasonable,1,1
VACFUB01,C3H8O_isopropylalcohol,8.34107,8.50715,0.436518,515.5796221,48.73405441,0.575735407,-2.508498234,Reasonable,1,1
VACFUB01,CH4_methane,8.34107,8.50715,0.436518,190.564,45.992,0.01142,-5.175874166,Reasonable,1,1
VACFUB01,C4H10O_methyl-propyl-ether,8.34107,8.50715,0.436518,478.8689486,38.38025026,0.286150366,-1.480351797,Reasonable,1,1
VACFUB01,C5H10O_methylpropylketone,8.34107,8.50715,0.436518,564.4660951,36.92885972,0.349050379,-2.049413186,Reasonable,1,1
VACFUB01,C5H12O_methyl-tert-butyl-ether,8.34107,8.50715,0.436518,512.6934939,34.04608196,0.266677162,-0.765305593,Reasonable,1,1
VACFUB01,C5H12_neopentane,8.34107,8.50715,0.436518,470.5354152,35.44700615,0.199261323,-1.331223767,Reasonable,1,1
VACFUB01,C3H8_propane,8.34107,8.50715,0.436518,416.4755833,44.59741845,0.238916692,-3.048813588,Reasonable,1,1
VACFUB01,C3H6_propene,8.34107,8.50715,0.436518,392.9986188,45.72816938,0.16410577,-3.300025333,Reasonable,1,1
VACFUB01,C3H5N_propionitrile,8.34107,8.50715,0.436518,558.8569328,42.24565215,0.360862674,-2.908734115,Reasonable,1,1
VACFUB01,C3H8O_propylalcohol,8.34107,8.50715,0.436518,548.7260568,52.15051916,0.532729638,-2.676463277,Reasonable,1,1
VACFUB01,C5H10_2-pentene,8.34107,8.50715,0.436518,484.9996656,36.49974003,0.250317972,-1.182340775,Reasonable,1,1
VACFUB01,C2H7N_ethylamine,8.34107,8.50715,0.436518,456.1413162,52.30001913,0.278284374,-2.898301031,Reasonable,1,1
VACFUB01,C4H10O_methyl-isopropyl-ether,8.34107,8.50715,0.436518,464.9608227,38.53548392,0.251447588,-1.459088935,Reasonable,1,1
VAGTUU,"C7H12_1,5-heptadiene",3.89316,6.4105,0.533956,536.7652346,30.48214368,0.295571623,2.991613666,Reasonable,1,1
VAGTUU,"C6H14_2,3-dimethylbutane",3.89316,6.4105,0.533956,503.0672531,31.56375605,0.24224795,2.827375089,Reasonable,1,1
VAGTUU,C6H14_3-methylpentane,3.89316,6.4105,0.533956,504.839777,31.13915414,0.283296142,2.851006874,Reasonable,1,1
VAGTUU,C6H10O_4-hexen-2-one,3.89316,6.4105,0.533956,559.6621075,36.9790055,0.446231587,3.602465867,Reasonable,1,1
VAGTUU,C7H14_4-methyl-1-hexene,3.89316,6.4105,0.533956,528.1554514,29.38650495,0.298584169,3.6852642,Reasonable,1,1
VAGTUU,C6H10O_4-methyl-4-penten-2-one,3.89316,6.4105,0.533956,583.9572407,32.17602658,0.427070778,3.764061003,Reasonable,1,1
VAGTUU,"C7H14_4,4-dimethyl-1-pentene",3.89316,6.4105,0.533956,524.3589038,29.54818473,0.250217308,3.444716027,Reasonable,1,1
VAGTUU,C2H4O_acetaldehyde,3.89316,6.4105,0.533956,470.1338418,53.98284491,0.288582571,-1.609704447,Reasonable,1,1
VAGTUU,C3H6O_acetone,3.89316,6.4105,0.533956,504.9011578,46.13534273,0.299578863,0.22802802,Reasonable,1,1
VAGTUU,C2H3N_acetonitrile,3.89316,6.4105,0.533956,537.4197556,47.22182044,0.356500544,-1.614015001,Reasonable,1,1
VAGTUU,C2H6O_dimethylether,3.89316,6.4105,0.533956,410.1055119,48.43551489,0.231685091,-1.924044483,Reasonable,1,1
VAGTUU,C2H7N_dimethylamine,3.89316,6.4105,0.533956,449.2982222,53.95656635,0.291520542,-1.132634468,Reasonable,1,1
VAGTUU,C2H6_ethane,3.89316,6.4105,0.533956,381.7893216,50.31694546,0.216958597,-2.896620522,Reasonable,1,1
VAGTUU,C2H4_ethene,3.89316,6.4105,0.533956,298.4582448,49.65797888,0.123012676,-3.309461937,Reasonable,1,1
VAGTUU,CHN_hydrogen-cyanide,3.89316,6.4105,0.533956,447.2483409,53.04824853,0.333232947,-3.204853691,Reasonable,1,1
VAGTUU,C4H10_isobutane,3.89316,6.4105,0.533956,443.0106967,38.8550635,0.197655762,-0.007067137,Reasonable,1,1
VAGTUU,C5H12_isopentane,3.89316,6.4105,0.533956,474.7591203,34.73587842,0.239525866,1.466139233,Reasonable,1,1
VAGTUU,C3H8O_isopropylalcohol,3.89316,6.4105,0.533956,515.5796221,48.73405441,0.575735407,-0.925019085,Reasonable,1,1
VAGTUU,CH4_methane,3.89316,6.4105,0.533956,190.564,45.992,0.01142,-4.477555766,Reasonable,1,1
VAGTUU,C4H10O_methyl-propyl-ether,3.89316,6.4105,0.533956,478.8689486,38.38025026,0.286150366,0.669054551,Reasonable,1,1
VAGTUU,C5H10O_methylpropylketone,3.89316,6.4105,0.533956,564.4660951,36.92885972,0.349050379,1.173302842,Reasonable,1,1
VAGTUU,C5H12O_methyl-tert-butyl-ether,3.89316,6.4105,0.533956,512.6934939,34.04608196,0.266677162,1.958502724,Reasonable,1,1
VAGTUU,C5H12_neopentane,3.89316,6.4105,0.533956,470.5354152,35.44700615,0.199261323,0.98029841,Reasonable,1,1
VAGTUU,C3H8_propane,3.89316,6.4105,0.533956,416.4755833,44.59741845,0.238916692,-1.443469554,Reasonable,1,1
VAGTUU,C3H6_propene,3.89316,6.4105,0.533956,392.9986188,45.72816938,0.16410577,-1.78918138,Reasonable,1,1
VAGTUU,C3H5N_propionitrile,3.89316,6.4105,0.533956,558.8569328,42.24565215,0.360862674,-0.637131281,Reasonable,1,1
VAGTUU,C3H8O_propylalcohol,3.89316,6.4105,0.533956,548.7260568,52.15051916,0.532729638,-1.189589364,Reasonable,1,1
VAGTUU,C5H10_2-pentene,3.89316,6.4105,0.533956,484.9996656,36.49974003,0.250317972,1.128321709,Reasonable,1,1
VAGTUU,C2H7N_ethylamine,3.89316,6.4105,0.533956,456.1413162,52.30001913,0.278284374,-1.139298536,Reasonable,1,1
VAGTUU,C4H10O_methyl-isopropyl-ether,3.89316,6.4105,0.533956,464.9608227,38.53548392,0.251447588,1.003576845,Reasonable,1,1
VAPFOJ,"C7H12_1,5-heptadiene",3.04381,3.9272,0.245404,536.7652346,30.48214368,0.295571623,-200,No Adsorption,0,0
VAPFOJ,"C6H14_2,3-dimethylbutane",3.04381,3.9272,0.245404,503.0672531,31.56375605,0.24224795,-200,No Adsorption,0,0
VAPFOJ,C6H14_3-methylpentane,3.04381,3.9272,0.245404,504.839777,31.13915414,0.283296142,-159.9746941,No Adsorption,0,0
VAPFOJ,C6H10O_4-hexen-2-one,3.04381,3.9272,0.245404,559.6621075,36.9790055,0.446231587,-141.1001795,No Adsorption,0,0
VAPFOJ,C7H14_4-methyl-1-hexene,3.04381,3.9272,0.245404,528.1554514,29.38650495,0.298584169,-200,No Adsorption,0,0
VAPFOJ,C6H10O_4-methyl-4-penten-2-one,3.04381,3.9272,0.245404,583.9572407,32.17602658,0.427070778,-200,No Adsorption,0,0
VAPFOJ,"C7H14_4,4-dimethyl-1-pentene",3.04381,3.9272,0.245404,524.3589038,29.54818473,0.250217308,-200,No Adsorption,0,0
VAPFOJ,C2H4O_acetaldehyde,3.04381,3.9272,0.245404,470.1338418,53.98284491,0.288582571,-14.09854168,No Adsorption,0,0
VAPFOJ,C3H6O_acetone,3.04381,3.9272,0.245404,504.9011578,46.13534273,0.299578863,-30.65364703,No Adsorption,0,0
VAPFOJ,C2H3N_acetonitrile,3.04381,3.9272,0.245404,537.4197556,47.22182044,0.356500544,-13.65560773,No Adsorption,0,0
VAPFOJ,C2H6O_dimethylether,3.04381,3.9272,0.245404,410.1055119,48.43551489,0.231685091,-18.88605665,No Adsorption,0,0
VAPFOJ,C2H7N_dimethylamine,3.04381,3.9272,0.245404,449.2982222,53.95656635,0.291520542,-26.27818938,No Adsorption,0,0
VAPFOJ,C2H6_ethane,3.04381,3.9272,0.245404,381.7893216,50.31694546,0.216958597,-16.04624031,No Adsorption,0,0
VAPFOJ,C2H4_ethene,3.04381,3.9272,0.245404,298.4582448,49.65797888,0.123012676,-13.50168945,No Adsorption,0,0
VAPFOJ,CHN_hydrogen-cyanide,3.04381,3.9272,0.245404,447.2483409,53.04824853,0.333232947,-7.899629455,Reasonable,1,1
VAPFOJ,C4H10_isobutane,3.04381,3.9272,0.245404,443.0106967,38.8550635,0.197655762,-62.00833099,No Adsorption,0,0
VAPFOJ,C5H12_isopentane,3.04381,3.9272,0.245404,474.7591203,34.73587842,0.239525866,-104.4921441,No Adsorption,0,0
VAPFOJ,C3H8O_isopropylalcohol,3.04381,3.9272,0.245404,515.5796221,48.73405441,0.575735407,-39.0619809,No Adsorption,0,0
VAPFOJ,C4H10O_methyl-propyl-ether,3.04381,3.9272,0.245404,478.8689486,38.38025026,0.286150366,-58.95860731,No Adsorption,0,0
VAPFOJ,C5H10O_methylpropylketone,3.04381,3.9272,0.245404,564.4660951,36.92885972,0.349050379,-114.838632,No Adsorption,0,0
VAPFOJ,C5H12O_methyl-tert-butyl-ether,3.04381,3.9272,0.245404,512.6934939,34.04608196,0.266677162,-200,No Adsorption,0,0
VAPFOJ,C5H12_neopentane,3.04381,3.9272,0.245404,470.5354152,35.44700615,0.199261323,-200,No Adsorption,0,0
VAPFOJ,C3H8_propane,3.04381,3.9272,0.245404,416.4755833,44.59741845,0.238916692,-25.07623804,No Adsorption,0,0
